group_id,primary_class,provider_hint,variant_count,paired_variant_count
aws_amazon_dynamodb_0008,aws_amazon_dynamodb,aws,10,10
aws_amazon_dynamodb_0009,aws_amazon_dynamodb,aws,10,10
aws_amazon_ec2_0000,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_0001,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_0002,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_0003,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_0004,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_0005,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_0006,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_0007,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_0008,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_0009,aws_amazon_ec2,aws,10,10
aws_amazon_ec2_auto_scaling_0000,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_ec2_auto_scaling_0001,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_ec2_auto_scaling_0002,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_ec2_auto_scaling_0003,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_ec2_auto_scaling_0004,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_ec2_auto_scaling_0005,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_ec2_auto_scaling_0006,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_ec2_auto_scaling_0007,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_ec2_auto_scaling_0008,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_ec2_auto_scaling_0009,aws_amazon_ec2_auto_scaling,aws,10,10
aws_amazon_elastic_block_store_0000,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_block_store_0001,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_block_store_0002,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_block_store_0003,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_block_store_0004,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_block_store_0005,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_block_store_0006,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_block_store_0007,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_block_store_0008,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_block_store_0009,aws_amazon_elastic_block_store,aws,10,10
aws_amazon_elastic_container_service_0000,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_container_service_0001,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_container_service_0002,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_container_service_0003,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_container_service_0004,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_container_service_0005,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_container_service_0006,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_container_service_0007,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_container_service_0008,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_container_service_0009,aws_amazon_elastic_container_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0000,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0001,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0002,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0003,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0004,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0005,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0006,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0007,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0008,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elastic_kubernetes_service_0009,aws_amazon_elastic_kubernetes_service,aws,10,10
aws_amazon_elasticache_0000,aws_amazon_elasticache,aws,10,10
aws_amazon_elasticache_0001,aws_amazon_elasticache,aws,10,10
aws_amazon_elasticache_0002,aws_amazon_elasticache,aws,10,10
aws_amazon_elasticache_0003,aws_amazon_elasticache,aws,10,10
aws_amazon_elasticache_0004,aws_amazon_elasticache,aws,10,10
aws_amazon_elasticache_0005,aws_amazon_elasticache,aws,10,10
aws_amazon_elasticache_0006,aws_amazon_elasticache,aws,10,10
aws_amazon_elasticache_0007,aws_amazon_elasticache,aws,10,10
aws_amazon_elasticache_0008,aws_amazon_elasticache,aws,10,10
aws_amazon_elasticache_0009,aws_amazon_elasticache,aws,10,10
aws_amazon_rds_0000,aws_amazon_rds,aws,10,10
aws_amazon_rds_0001,aws_amazon_rds,aws,10,10
aws_amazon_rds_0002,aws_amazon_rds,aws,10,10
aws_amazon_rds_0003,aws_amazon_rds,aws,10,10
aws_amazon_rds_0004,aws_amazon_rds,aws,10,10
aws_amazon_rds_0005,aws_amazon_rds,aws,10,10
aws_amazon_rds_0006,aws_amazon_rds,aws,10,10
aws_amazon_rds_0007,aws_amazon_rds,aws,10,10
aws_amazon_rds_0008,aws_amazon_rds,aws,10,10
aws_amazon_rds_0009,aws_amazon_rds,aws,10,10
aws_amazon_redshift_0000,aws_amazon_redshift,aws,10,10
aws_amazon_redshift_0001,aws_amazon_redshift,aws,10,10
aws_amazon_redshift_0002,aws_amazon_redshift,aws,10,10
aws_amazon_redshift_0003,aws_amazon_redshift,aws,10,10
aws_amazon_redshift_0004,aws_amazon_redshift,aws,10,10
aws_amazon_redshift_0005,aws_amazon_redshift,aws,10,10
aws_amazon_redshift_0006,aws_amazon_redshift,aws,10,10
aws_amazon_redshift_0007,aws_amazon_redshift,aws,10,10
aws_amazon_redshift_0008,aws_amazon_redshift,aws,10,10
aws_amazon_redshift_0009,aws_amazon_redshift,aws,10,10
aws_amazon_route_53_0000,aws_amazon_route_53,aws,10,10
aws_amazon_route_53_0001,aws_amazon_route_53,aws,10,10
aws_amazon_route_53_0002,aws_amazon_route_53,aws,10,10
aws_amazon_route_53_0003,aws_amazon_route_53,aws,10,10
aws_amazon_route_53_0004,aws_amazon_route_53,aws,10,10
aws_amazon_route_53_0005,aws_amazon_route_53,aws,10,10
aws_amazon_route_53_0006,aws_amazon_route_53,aws,10,10
aws_amazon_route_53_0007,aws_amazon_route_53,aws,10,10
aws_amazon_route_53_0008,aws_amazon_route_53,aws,10,10
aws_amazon_route_53_0009,aws_amazon_route_53,aws,10,10
aws_amazon_simple_notification_service_0000,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_notification_service_0001,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_notification_service_0002,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_notification_service_0003,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_notification_service_0004,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_notification_service_0005,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_notification_service_0006,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_notification_service_0007,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_notification_service_0008,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_notification_service_0009,aws_amazon_simple_notification_service,aws,10,10
aws_amazon_simple_queue_service_0000,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_queue_service_0001,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_queue_service_0002,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_queue_service_0003,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_queue_service_0004,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_queue_service_0005,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_queue_service_0006,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_queue_service_0007,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_queue_service_0008,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_queue_service_0009,aws_amazon_simple_queue_service,aws,10,10
aws_amazon_simple_storage_service_0000,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_simple_storage_service_0001,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_simple_storage_service_0002,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_simple_storage_service_0003,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_simple_storage_service_0004,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_simple_storage_service_0005,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_simple_storage_service_0006,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_simple_storage_service_0007,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_simple_storage_service_0008,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_simple_storage_service_0009,aws_amazon_simple_storage_service,aws,10,10
aws_amazon_virtual_private_cloud_0000,aws_amazon_virtual_private_cloud,aws,10,10
aws_amazon_virtual_private_cloud_0001,aws_amazon_virtual_private_cloud,aws,10,10
aws_amazon_virtual_private_cloud_0002,aws_amazon_virtual_private_cloud,aws,10,10
aws_amazon_virtual_private_cloud_0003,aws_amazon_virtual_private_cloud,aws,10,10
aws_amazon_virtual_private_cloud_0004,aws_amazon_virtual_private_cloud,aws,10,10
aws_amazon_virtual_private_cloud_0005,aws_amazon_virtual_private_cloud,aws,10,10
aws_amazon_virtual_private_cloud_0006,aws_amazon_virtual_private_cloud,aws,10,10
aws_amazon_virtual_private_cloud_0007,aws_amazon_virtual_private_cloud,aws,10,10
aws_amazon_virtual_private_cloud_0008,aws_amazon_virtual_private_cloud,aws,10,10
aws_amazon_virtual_private_cloud_0009,aws_amazon_virtual_private_cloud,aws,10,10
aws_aurora_amazon_rds_instance_0000,aws_aurora_amazon_rds_instance,aws,10,10
aws_aurora_amazon_rds_instance_0001,aws_aurora_amazon_rds_instance,aws,10,10
aws_aurora_amazon_rds_instance_0002,aws_aurora_amazon_rds_instance,aws,10,10
aws_aurora_amazon_rds_instance_0003,aws_aurora_amazon_rds_instance,aws,10,10
aws_aurora_amazon_rds_instance_0004,aws_aurora_amazon_rds_instance,aws,10,10
aws_aurora_amazon_rds_instance_0005,aws_aurora_amazon_rds_instance,aws,10,10
aws_aurora_amazon_rds_instance_0006,aws_aurora_amazon_rds_instance,aws,10,10
aws_aurora_amazon_rds_instance_0007,aws_aurora_amazon_rds_instance,aws,10,10
aws_aurora_amazon_rds_instance_0008,aws_aurora_amazon_rds_instance,aws,10,10
aws_aurora_amazon_rds_instance_0009,aws_aurora_amazon_rds_instance,aws,10,10
aws_auto_scaling_0000,aws_auto_scaling,aws,10,10
aws_auto_scaling_0001,aws_auto_scaling,aws,10,10
aws_auto_scaling_0002,aws_auto_scaling,aws,10,10
aws_auto_scaling_0003,aws_auto_scaling,aws,10,10
aws_auto_scaling_0004,aws_auto_scaling,aws,10,10
aws_auto_scaling_0005,aws_auto_scaling,aws,10,10
aws_auto_scaling_0006,aws_auto_scaling,aws,10,10
aws_auto_scaling_0007,aws_auto_scaling,aws,10,10
aws_auto_scaling_0008,aws_auto_scaling,aws,10,10
aws_auto_scaling_0009,aws_auto_scaling,aws,10,10
aws_base_diagram,aws_base_diagram,aws,100,100
aws_cloudformation_0000,aws_cloudformation,aws,10,10
aws_cloudformation_0001,aws_cloudformation,aws,10,10
aws_cloudformation_0002,aws_cloudformation,aws,10,10
aws_cloudformation_0003,aws_cloudformation,aws,10,10
aws_cloudformation_0004,aws_cloudformation,aws,10,10
aws_cloudformation_0005,aws_cloudformation,aws,10,10
aws_cloudformation_0006,aws_cloudformation,aws,10,10
aws_cloudformation_0007,aws_cloudformation,aws,10,10
aws_cloudformation_0008,aws_cloudformation,aws,10,10
aws_cloudformation_0009,aws_cloudformation,aws,10,10
aws_cloudformation_template_0000,aws_cloudformation_template,aws,10,10
aws_cloudformation_template_0001,aws_cloudformation_template,aws,10,10
aws_cloudformation_template_0002,aws_cloudformation_template,aws,10,10
aws_cloudformation_template_0003,aws_cloudformation_template,aws,10,10
aws_cloudformation_template_0004,aws_cloudformation_template,aws,10,10
aws_cloudformation_template_0005,aws_cloudformation_template,aws,10,10
aws_cloudformation_template_0006,aws_cloudformation_template,aws,10,10
aws_cloudformation_template_0007,aws_cloudformation_template,aws,10,10
aws_cloudformation_template_0008,aws_cloudformation_template,aws,10,10
aws_cloudformation_template_0009,aws_cloudformation_template,aws,10,10
aws_dynamodb_table_0000,aws_dynamodb_table,aws,10,10
aws_dynamodb_table_0001,aws_dynamodb_table,aws,10,10
aws_dynamodb_table_0002,aws_dynamodb_table,aws,10,10
aws_dynamodb_table_0003,aws_dynamodb_table,aws,10,10
aws_dynamodb_table_0004,aws_dynamodb_table,aws,10,10
aws_dynamodb_table_0005,aws_dynamodb_table,aws,10,10
aws_dynamodb_table_0006,aws_dynamodb_table,aws,10,10
aws_dynamodb_table_0007,aws_dynamodb_table,aws,10,10
aws_dynamodb_table_0008,aws_dynamodb_table,aws,10,10
aws_dynamodb_table_0009,aws_dynamodb_table,aws,10,10
aws_ec2_instance_0000,aws_ec2_instance,aws,10,10
aws_ec2_instance_0001,aws_ec2_instance,aws,10,10
aws_ec2_instance_0002,aws_ec2_instance,aws,10,10
aws_ec2_instance_0003,aws_ec2_instance,aws,10,10
aws_ec2_instance_0004,aws_ec2_instance,aws,10,10
aws_ec2_instance_0005,aws_ec2_instance,aws,10,10
aws_ec2_instance_0006,aws_ec2_instance,aws,10,10
aws_ec2_instance_0007,aws_ec2_instance,aws,10,10
aws_ec2_instance_0008,aws_ec2_instance,aws,10,10
aws_ec2_instance_0009,aws_ec2_instance,aws,10,10
aws_ec2_instances_0000,aws_ec2_instances,aws,10,10
aws_ec2_instances_0001,aws_ec2_instances,aws,10,10
aws_ec2_instances_0002,aws_ec2_instances,aws,10,10
aws_ec2_instances_0003,aws_ec2_instances,aws,10,10
aws_ec2_instances_0004,aws_ec2_instances,aws,10,10
aws_ec2_instances_0005,aws_ec2_instances,aws,10,10
aws_ec2_instances_0006,aws_ec2_instances,aws,10,10
aws_ec2_instances_0007,aws_ec2_instances,aws,10,10
aws_ec2_instances_0008,aws_ec2_instances,aws,10,10
aws_ec2_instances_0009,aws_ec2_instances,aws,10,10
aws_elastic_block_store_volume_0000,aws_elastic_block_store_volume,aws,10,10
aws_elastic_block_store_volume_0001,aws_elastic_block_store_volume,aws,10,10
aws_elastic_block_store_volume_0002,aws_elastic_block_store_volume,aws,10,10
aws_elastic_block_store_volume_0003,aws_elastic_block_store_volume,aws,10,10
aws_elastic_block_store_volume_0004,aws_elastic_block_store_volume,aws,10,10
aws_elastic_block_store_volume_0005,aws_elastic_block_store_volume,aws,10,10
aws_elastic_block_store_volume_0006,aws_elastic_block_store_volume,aws,10,10
aws_elastic_block_store_volume_0007,aws_elastic_block_store_volume,aws,10,10
aws_elastic_block_store_volume_0008,aws_elastic_block_store_volume,aws,10,10
aws_elastic_block_store_volume_0009,aws_elastic_block_store_volume,aws,10,10
aws_elastic_container_service_container_2_0000,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_container_2_0001,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_container_2_0002,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_container_2_0003,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_container_2_0004,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_container_2_0005,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_container_2_0006,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_container_2_0007,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_container_2_0008,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_container_2_0009,aws_elastic_container_service_container_2,aws,10,10
aws_elastic_container_service_service_0000,aws_elastic_container_service_service,aws,10,10
aws_elastic_container_service_service_0001,aws_elastic_container_service_service,aws,10,10
aws_elastic_container_service_service_0002,aws_elastic_container_service_service,aws,10,10
aws_elastic_container_service_service_0003,aws_elastic_container_service_service,aws,10,10
aws_elastic_container_service_service_0004,aws_elastic_container_service_service,aws,10,10
aws_elastic_container_service_service_0005,aws_elastic_container_service_service,aws,10,10
aws_elastic_container_service_service_0006,aws_elastic_container_service_service,aws,10,10
aws_elastic_container_service_service_0007,aws_elastic_container_service_service,aws,10,10
aws_elastic_container_service_service_0008,aws_elastic_container_service_service,aws,10,10
aws_elastic_container_service_service_0009,aws_elastic_container_service_service,aws,10,10
aws_elastic_load_balancing_0000,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_0001,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_0002,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_0003,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_0004,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_0005,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_0006,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_0007,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_0008,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_0009,aws_elastic_load_balancing,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0000,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0001,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0002,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0003,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0004,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0005,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0006,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0007,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0008,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_application_load_balancer_0009,aws_elastic_load_balancing_application_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0000,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0001,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0002,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0003,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0004,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0005,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0006,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0007,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0008,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_elastic_load_balancing_network_load_balancer_0009,aws_elastic_load_balancing_network_load_balancer,aws,10,10
aws_identity_access_management_role_0000,aws_identity_access_management_role,aws,10,10
aws_identity_access_management_role_0001,aws_identity_access_management_role,aws,10,10
aws_identity_access_management_role_0002,aws_identity_access_management_role,aws,10,10
aws_identity_access_management_role_0003,aws_identity_access_management_role,aws,10,10
aws_identity_access_management_role_0004,aws_identity_access_management_role,aws,10,10
aws_identity_access_management_role_0005,aws_identity_access_management_role,aws,10,10
aws_identity_access_management_role_0006,aws_identity_access_management_role,aws,10,10
aws_identity_access_management_role_0007,aws_identity_access_management_role,aws,10,10
aws_identity_access_management_role_0008,aws_identity_access_management_role,aws,10,10
aws_identity_access_management_role_0009,aws_identity_access_management_role,aws,10,10
aws_identity_and_access_management_0000,aws_identity_and_access_management,aws,10,10
aws_identity_and_access_management_0001,aws_identity_and_access_management,aws,10,10
aws_identity_and_access_management_0002,aws_identity_and_access_management,aws,10,10
aws_identity_and_access_management_0003,aws_identity_and_access_management,aws,10,10
aws_identity_and_access_management_0004,aws_identity_and_access_management,aws,10,10
aws_identity_and_access_management_0005,aws_identity_and_access_management,aws,10,10
aws_identity_and_access_management_0006,aws_identity_and_access_management,aws,10,10
aws_identity_and_access_management_0007,aws_identity_and_access_management,aws,10,10
aws_identity_and_access_management_0008,aws_identity_and_access_management,aws,10,10
aws_identity_and_access_management_0009,aws_identity_and_access_management,aws,10,10
aws_key_management_service_0000,aws_key_management_service,aws,10,10
aws_key_management_service_0001,aws_key_management_service,aws,10,10
aws_key_management_service_0002,aws_key_management_service,aws,10,10
aws_key_management_service_0003,aws_key_management_service,aws,10,10
aws_key_management_service_0004,aws_key_management_service,aws,10,10
aws_key_management_service_0005,aws_key_management_service,aws,10,10
aws_key_management_service_0006,aws_key_management_service,aws,10,10
aws_key_management_service_0007,aws_key_management_service,aws,10,10
aws_key_management_service_0008,aws_key_management_service,aws,10,10
aws_key_management_service_0009,aws_key_management_service,aws,10,10
aws_lambda_0000,aws_lambda,aws,10,10
aws_lambda_0001,aws_lambda,aws,10,10
aws_lambda_0002,aws_lambda,aws,10,10
aws_lambda_0003,aws_lambda,aws,10,10
aws_lambda_0004,aws_lambda,aws,10,10
aws_lambda_0005,aws_lambda,aws,10,10
aws_lambda_0006,aws_lambda,aws,10,10
aws_lambda_0007,aws_lambda,aws,10,10
aws_lambda_0008,aws_lambda,aws,10,10
aws_lambda_0009,aws_lambda,aws,10,10
aws_lambda_lambda_function_0000,aws_lambda_lambda_function,aws,10,10
aws_lambda_lambda_function_0001,aws_lambda_lambda_function,aws,10,10
aws_lambda_lambda_function_0002,aws_lambda_lambda_function,aws,10,10
aws_lambda_lambda_function_0003,aws_lambda_lambda_function,aws,10,10
aws_lambda_lambda_function_0004,aws_lambda_lambda_function,aws,10,10
aws_lambda_lambda_function_0005,aws_lambda_lambda_function,aws,10,10
aws_lambda_lambda_function_0006,aws_lambda_lambda_function,aws,10,10
aws_lambda_lambda_function_0007,aws_lambda_lambda_function,aws,10,10
aws_lambda_lambda_function_0008,aws_lambda_lambda_function,aws,10,10
aws_lambda_lambda_function_0009,aws_lambda_lambda_function,aws,10,10
aws_route_53_hosted_zone_0000,aws_route_53_hosted_zone,aws,10,10
aws_route_53_hosted_zone_0001,aws_route_53_hosted_zone,aws,10,10
aws_route_53_hosted_zone_0002,aws_route_53_hosted_zone,aws,10,10
aws_route_53_hosted_zone_0003,aws_route_53_hosted_zone,aws,10,10
aws_route_53_hosted_zone_0004,aws_route_53_hosted_zone,aws,10,10
aws_route_53_hosted_zone_0005,aws_route_53_hosted_zone,aws,10,10
aws_route_53_hosted_zone_0006,aws_route_53_hosted_zone,aws,10,10
aws_route_53_hosted_zone_0007,aws_route_53_hosted_zone,aws,10,10
aws_route_53_hosted_zone_0008,aws_route_53_hosted_zone,aws,10,10
aws_route_53_hosted_zone_0009,aws_route_53_hosted_zone,aws,10,10
aws_simple_notification_service_topic_0000,aws_simple_notification_service_topic,aws,10,10
aws_simple_notification_service_topic_0001,aws_simple_notification_service_topic,aws,10,10
aws_simple_notification_service_topic_0002,aws_simple_notification_service_topic,aws,10,10
aws_simple_notification_service_topic_0003,aws_simple_notification_service_topic,aws,10,10
aws_simple_notification_service_topic_0004,aws_simple_notification_service_topic,aws,10,10
aws_simple_notification_service_topic_0005,aws_simple_notification_service_topic,aws,10,10
aws_simple_notification_service_topic_0006,aws_simple_notification_service_topic,aws,10,10
aws_simple_notification_service_topic_0007,aws_simple_notification_service_topic,aws,10,10
aws_simple_notification_service_topic_0008,aws_simple_notification_service_topic,aws,10,10
aws_simple_notification_service_topic_0009,aws_simple_notification_service_topic,aws,10,10
aws_simple_queue_service_queue_0000,aws_simple_queue_service_queue,aws,10,10
aws_simple_queue_service_queue_0001,aws_simple_queue_service_queue,aws,10,10
aws_simple_queue_service_queue_0002,aws_simple_queue_service_queue,aws,10,10
aws_simple_queue_service_queue_0003,aws_simple_queue_service_queue,aws,10,10
aws_simple_queue_service_queue_0004,aws_simple_queue_service_queue,aws,10,10
aws_simple_queue_service_queue_0005,aws_simple_queue_service_queue,aws,10,10
aws_simple_queue_service_queue_0006,aws_simple_queue_service_queue,aws,10,10
aws_simple_queue_service_queue_0007,aws_simple_queue_service_queue,aws,10,10
aws_simple_queue_service_queue_0008,aws_simple_queue_service_queue,aws,10,10
